TERYT Gminy,Gmina,Powiat,Województwo,Nr okręgu,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona",Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
281509.0,gm. Ostróda,ostródzki,warmińsko-mazurskie,34,21,21,11391.0,12061.0,3290.0,8099.0,1.0,8100.0,9.0,126.0,1.0,0.0,0.0,0.0,0.0,1.0,8101.0,1.0,4.0,8097.0,327.0,226.0,83.0,18.0,7770.0,111.0,1276.0,840.0,2520.0,680.0,2220.0,102.0,,21.0,,,
281601.0,gm. Biała Piska,piski,warmińsko-mazurskie,35,11,11,7864.0,8171.0,3193.0,4671.0,2.0,4673.0,13.0,47.0,2.0,0.0,0.0,0.0,0.0,2.0,4673.0,2.0,2.0,4671.0,223.0,168.0,48.0,7.0,4448.0,258.0,632.0,190.0,2234.0,273.0,805.0,56.0,,,,,
281602.0,gm. Orzysz,piski,warmińsko-mazurskie,35,8,8,6150.0,6677.0,1902.0,4248.0,0.0,4248.0,8.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,4249.0,0.0,0.0,4249.0,126.0,66.0,49.0,11.0,4123.0,91.0,612.0,236.0,1767.0,339.0,1039.0,39.0,,,,,
281603.0,gm. Pisz,piski,warmińsko-mazurskie,35,18,18,19051.0,19849.0,6268.0,12783.0,4.0,12787.0,26.0,201.0,4.0,1.0,0.0,0.0,0.0,3.0,12783.0,3.0,3.0,12780.0,266.0,142.0,105.0,19.0,12514.0,231.0,1760.0,554.0,5721.0,816.0,3258.0,174.0,,,,,
281604.0,gm. Ruciane-Nida,piski,warmińsko-mazurskie,35,9,9,5662.0,6137.0,1587.0,4075.0,2.0,4077.0,15.0,246.0,2.0,0.0,0.0,0.0,0.0,2.0,4077.0,2.0,0.0,4077.0,127.0,69.0,52.0,6.0,3950.0,73.0,615.0,212.0,1574.0,250.0,1176.0,50.0,,,,,
281701.0,m. Szczytno,szczycieński,warmińsko-mazurskie,35,20,20,16336.0,17197.0,4040.0,12296.0,9.0,12305.0,60.0,271.0,9.0,0.0,0.0,0.0,0.0,9.0,12300.0,9.0,14.0,12286.0,269.0,136.0,113.0,20.0,12017.0,159.0,1746.0,1241.0,4038.0,777.0,3861.0,195.0,,,,,
281702.0,gm. Dźwierzuty,szczycieński,warmińsko-mazurskie,35,7,7,4602.0,4930.0,1703.0,2899.0,1.0,2900.0,10.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,2899.0,0.0,0.0,2899.0,152.0,97.0,42.0,13.0,2747.0,50.0,725.0,164.0,1102.0,164.0,492.0,50.0,,,,,
281703.0,gm. Jedwabno,szczycieński,warmińsko-mazurskie,35,6,6,2662.0,2992.0,735.0,1927.0,0.0,1927.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.0,0.0,0.0,1927.0,76.0,54.0,17.0,5.0,1851.0,36.0,415.0,116.0,685.0,102.0,487.0,10.0,,,,,
281704.0,gm. Pasym,szczycieński,warmińsko-mazurskie,35,9,9,3769.0,4206.0,978.0,2790.0,1.0,2791.0,2.0,132.0,1.0,0.0,0.0,0.0,0.0,1.0,2792.0,1.0,1.0,2791.0,92.0,56.0,27.0,9.0,2699.0,54.0,498.0,182.0,969.0,192.0,774.0,30.0,,,,,
281705.0,gm. Rozogi,szczycieński,warmińsko-mazurskie,35,7,7,3962.0,4189.0,1486.0,2476.0,0.0,2476.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2476.0,0.0,0.0,2476.0,110.0,72.0,28.0,10.0,2366.0,46.0,445.0,89.0,1232.0,189.0,294.0,71.0,,,,,
281706.0,gm. Szczytno,szczycieński,warmińsko-mazurskie,35,20,20,9362.0,9983.0,2464.0,6896.0,1.0,6897.0,9.0,127.0,1.0,0.0,0.0,0.0,0.0,1.0,6899.0,1.0,3.0,6896.0,261.0,171.0,70.0,20.0,6635.0,123.0,1402.0,477.0,2276.0,490.0,1751.0,116.0,,,,,
281707.0,gm. Świętajno,szczycieński,warmińsko-mazurskie,35,9,9,4175.0,4536.0,1165.0,3010.0,0.0,3010.0,11.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.0,0.0,1.0,3010.0,145.0,79.0,62.0,4.0,2865.0,40.0,589.0,138.0,1195.0,228.0,640.0,35.0,,,,,
281708.0,gm. Wielbark,szczycieński,warmińsko-mazurskie,35,6,6,4490.0,4796.0,1653.0,2837.0,0.0,2837.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2837.0,0.0,1.0,2836.0,130.0,97.0,23.0,10.0,2706.0,49.0,668.0,135.0,1176.0,209.0,439.0,30.0,,,,,
281801.0,gm. Banie Mazurskie,gołdapski,warmińsko-mazurskie,35,4,4,2585.0,2717.0,997.0,1588.0,0.0,1588.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,0.0,0.0,1588.0,75.0,53.0,18.0,4.0,1513.0,46.0,240.0,105.0,624.0,77.0,411.0,10.0,,,,,
281802.0,gm. Dubeninki,gołdapski,warmińsko-mazurskie,35,3,3,2000.0,2076.0,868.0,1132.0,1.0,1133.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,1133.0,1.0,0.0,1133.0,60.0,38.0,19.0,3.0,1073.0,60.0,125.0,73.0,530.0,88.0,180.0,17.0,,,,,
281803.0,gm. Gołdap,gołdapski,warmińsko-mazurskie,35,18,18,13828.0,14088.0,4850.0,8978.0,4.0,8982.0,14.0,322.0,4.0,0.0,0.0,0.0,0.0,4.0,8982.0,4.0,4.0,8978.0,245.0,158.0,70.0,17.0,8733.0,308.0,1427.0,564.0,2932.0,494.0,2904.0,104.0,,,,,
281901.0,gm. Budry,węgorzewski,warmińsko-mazurskie,35,5,5,2060.0,2151.0,773.0,1287.0,0.0,1287.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.0,0.0,0.0,1287.0,66.0,45.0,21.0,0.0,1221.0,42.0,213.0,63.0,563.0,77.0,243.0,20.0,,,,,
281902.0,gm. Pozezdrze,węgorzewski,warmińsko-mazurskie,35,3,3,2322.0,2530.0,735.0,1587.0,1.0,1588.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,1587.0,1.0,0.0,1587.0,76.0,46.0,19.0,11.0,1511.0,51.0,265.0,91.0,591.0,74.0,413.0,26.0,,,,,
281903.0,gm. Węgorzewo,węgorzewski,warmińsko-mazurskie,35,21,21,11545.0,12114.0,3569.0,7976.0,4.0,7980.0,15.0,157.0,4.0,1.0,0.0,0.0,0.0,3.0,7979.0,3.0,0.0,7979.0,227.0,136.0,71.0,20.0,7752.0,165.0,1394.0,758.0,2465.0,486.0,2387.0,97.0,,,,,
286101.0,Elbląg,Elbląg,warmińsko-mazurskie,34,62,62,80674.0,86152.0,17138.0,63443.0,53.0,63496.0,114.0,1783.0,52.0,7.0,0.0,0.0,0.0,45.0,63470.0,44.0,45.0,63425.0,911.0,456.0,343.0,112.0,62514.0,717.0,7949.0,6646.0,18222.0,3281.0,24820.0,659.0,,220.0,,,
286201.0,Olsztyn,Olsztyn,warmińsko-mazurskie,35,101,101,118746.0,127035.0,19818.0,98935.0,120.0,99055.0,174.0,2175.0,111.0,10.0,0.0,1.0,1.0,99.0,99024.0,100.0,82.0,98942.0,1282.0,514.0,600.0,168.0,97660.0,1482.0,15277.0,10863.0,23636.0,6370.0,38726.0,1306.0,,,,,
300101.0,m. Chodzież,chodzieski,wielkopolskie,38,11,11,13020.0,13803.0,2511.0,10517.0,1.0,10518.0,37.0,256.0,1.0,0.0,0.0,0.0,0.0,1.0,10510.0,1.0,9.0,10501.0,234.0,144.0,67.0,23.0,10267.0,572.0,1477.0,987.0,2243.0,510.0,4371.0,107.0,,,,,
300102.0,gm. Budzyń,chodzieski,wielkopolskie,38,10,10,5799.0,6259.0,1367.0,4432.0,1.0,4433.0,1.0,47.0,1.0,0.0,0.0,0.0,1.0,0.0,4430.0,0.0,0.0,4430.0,178.0,104.0,59.0,15.0,4252.0,124.0,785.0,354.0,1177.0,318.0,1403.0,91.0,,,,,
300103.0,gm. Chodzież,chodzieski,wielkopolskie,38,8,8,4264.0,4630.0,813.0,3451.0,1.0,3452.0,2.0,42.0,1.0,0.0,0.0,0.0,0.0,1.0,3450.0,1.0,2.0,3448.0,114.0,80.0,22.0,12.0,3334.0,178.0,589.0,267.0,845.0,219.0,1184.0,52.0,,,,,
300104.0,gm. Margonin,chodzieski,wielkopolskie,38,9,9,4462.0,4826.0,773.0,3689.0,1.0,3690.0,8.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,3690.0,1.0,0.0,3690.0,131.0,92.0,27.0,12.0,3559.0,71.0,966.0,264.0,970.0,237.0,1009.0,42.0,,,,,
300105.0,gm. Szamocin,chodzieski,wielkopolskie,38,7,7,5226.0,5608.0,1342.0,3882.0,0.0,3882.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3884.0,0.0,3.0,3881.0,108.0,66.0,26.0,16.0,3773.0,118.0,737.0,242.0,1234.0,293.0,1095.0,54.0,,,,,
300201.0,m. Czarnków,czarnkowsko-trzcianecki,wielkopolskie,38,6,6,7365.0,7737.0,1585.0,5779.0,1.0,5780.0,13.0,66.0,1.0,0.0,0.0,0.0,0.0,1.0,5780.0,1.0,0.0,5780.0,86.0,50.0,27.0,9.0,5694.0,68.0,808.0,414.0,1418.0,283.0,2621.0,82.0,,,,,
300202.0,gm. Czarnków,czarnkowsko-trzcianecki,wielkopolskie,38,17,17,7943.0,8566.0,1988.0,5955.0,2.0,5957.0,2.0,60.0,2.0,0.0,0.0,0.0,0.0,2.0,5956.0,2.0,1.0,5955.0,218.0,131.0,68.0,19.0,5737.0,92.0,1021.0,399.0,1871.0,464.0,1774.0,116.0,,,,,
300203.0,gm. Drawsko,czarnkowsko-trzcianecki,wielkopolskie,38,7,7,4091.0,4419.0,965.0,3126.0,0.0,3126.0,7.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3126.0,0.0,0.0,3126.0,111.0,69.0,32.0,10.0,3015.0,69.0,448.0,220.0,1185.0,242.0,798.0,53.0,,,,,
300204.0,gm. Krzyż Wielkopolski,czarnkowsko-trzcianecki,wielkopolskie,38,6,6,5907.0,6297.0,1685.0,4222.0,2.0,4224.0,12.0,84.0,2.0,0.0,0.0,0.0,0.0,2.0,4223.0,2.0,0.0,4223.0,121.0,67.0,48.0,6.0,4102.0,58.0,601.0,334.0,1367.0,235.0,1432.0,75.0,,,,,
300205.0,gm. Lubasz,czarnkowsko-trzcianecki,wielkopolskie,38,11,11,5260.0,5696.0,993.0,4266.0,5.0,4271.0,5.0,36.0,4.0,0.0,0.0,0.0,0.0,4.0,4269.0,4.0,2.0,4267.0,154.0,97.0,49.0,8.0,4113.0,72.0,801.0,261.0,1225.0,322.0,1373.0,59.0,,,,,
300206.0,gm. Połajewo,czarnkowsko-trzcianecki,wielkopolskie,38,7,7,4313.0,4676.0,886.0,3428.0,0.0,3428.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3429.0,0.0,1.0,3428.0,173.0,100.0,63.0,10.0,3255.0,56.0,539.0,232.0,1285.0,278.0,818.0,47.0,,,,,
300207.0,gm. Trzcianka,czarnkowsko-trzcianecki,wielkopolskie,38,18,18,16472.0,17381.0,3922.0,12548.0,5.0,12553.0,28.0,152.0,5.0,0.0,0.0,0.0,0.0,5.0,12553.0,5.0,11.0,12542.0,285.0,188.0,81.0,16.0,12257.0,153.0,1989.0,935.0,3375.0,724.0,4833.0,248.0,,,,,
300208.0,gm. Wieleń,czarnkowsko-trzcianecki,wielkopolskie,38,10,10,8779.0,9221.0,2619.0,6158.0,0.0,6158.0,8.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,6157.0,0.0,0.0,6157.0,271.0,159.0,84.0,28.0,5886.0,90.0,1134.0,410.0,2081.0,392.0,1633.0,146.0,,,,,
300301.0,m. Gniezno,gnieźnieński,wielkopolskie,37,39,39,46957.0,49654.0,9452.0,37503.0,56.0,37559.0,63.0,513.0,56.0,3.0,1.0,0.0,0.0,52.0,37545.0,52.0,54.0,37491.0,627.0,361.0,222.0,44.0,36864.0,466.0,7500.0,5646.0,9782.0,2237.0,10673.0,365.0,195.0,,,,
300302.0,gm. Czerniejewo,gnieźnieński,wielkopolskie,37,8,8,6092.0,6093.0,1536.0,4555.0,1.0,4556.0,9.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,4557.0,1.0,0.0,4557.0,168.0,106.0,54.0,8.0,4389.0,83.0,675.0,566.0,1497.0,325.0,1170.0,45.0,28.0,,,,
300303.0,gm. Gniezno,gnieźnieński,wielkopolskie,37,9,9,9803.0,10036.0,1856.0,7938.0,1.0,7939.0,6.0,89.0,1.0,0.0,0.0,0.0,0.0,1.0,7938.0,1.0,4.0,7934.0,151.0,93.0,47.0,11.0,7783.0,120.0,1671.0,927.0,2112.0,650.0,2207.0,74.0,22.0,,,,
300304.0,gm. Kiszkowo,gnieźnieński,wielkopolskie,37,9,9,4069.0,4194.0,978.0,3091.0,0.0,3091.0,6.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.0,0.0,0.0,3091.0,97.0,66.0,23.0,8.0,2994.0,54.0,563.0,374.0,1050.0,247.0,635.0,46.0,25.0,,,,
300305.0,gm. Kłecko,gnieźnieński,wielkopolskie,37,11,11,5141.0,5546.0,1035.0,4106.0,0.0,4106.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4103.0,0.0,2.0,4101.0,124.0,79.0,36.0,9.0,3977.0,64.0,678.0,484.0,1578.0,321.0,743.0,71.0,38.0,,,,
300306.0,gm. Łubowo,gnieźnieński,wielkopolskie,37,9,9,5143.0,5393.0,965.0,4178.0,0.0,4178.0,7.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,4177.0,0.0,0.0,4177.0,101.0,63.0,33.0,5.0,4076.0,59.0,832.0,449.0,1254.0,318.0,1053.0,83.0,28.0,,,,
300307.0,gm. Mieleszyn,gnieźnieński,wielkopolskie,37,7,7,2752.0,2901.0,710.0,2042.0,0.0,2042.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.0,0.0,0.0,2042.0,62.0,38.0,17.0,7.0,1980.0,43.0,277.0,295.0,805.0,129.0,400.0,19.0,12.0,,,,
300308.0,gm. Niechanowo,gnieźnieński,wielkopolskie,37,6,6,4436.0,4510.0,946.0,3487.0,0.0,3487.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3487.0,0.0,0.0,3487.0,106.0,76.0,24.0,6.0,3381.0,64.0,462.0,801.0,1233.0,228.0,542.0,40.0,11.0,,,,
300309.0,gm. Trzemeszno,gnieźnieński,wielkopolskie,37,15,15,9753.0,10483.0,2582.0,7171.0,0.0,7171.0,9.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7170.0,0.0,8.0,7162.0,239.0,146.0,71.0,22.0,6923.0,149.0,1046.0,1007.0,2514.0,547.0,1545.0,92.0,23.0,,,,
300310.0,gm. Witkowo,gnieźnieński,wielkopolskie,37,14,14,9358.0,9972.0,1880.0,7478.0,0.0,7478.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,7478.0,0.0,0.0,7478.0,180.0,96.0,66.0,18.0,7298.0,123.0,1030.0,1211.0,2761.0,506.0,1534.0,96.0,37.0,,,,
300401.0,gm. Borek Wielkopolski,gostyński,wielkopolskie,36,8,8,5148.0,5503.0,1427.0,3721.0,2.0,3723.0,8.0,37.0,2.0,0.0,0.0,0.0,0.0,2.0,3719.0,2.0,0.0,3719.0,120.0,70.0,40.0,10.0,3599.0,79.0,628.0,320.0,1569.0,314.0,622.0,67.0,,,,,
300402.0,gm. Gostyń,gostyński,wielkopolskie,36,29,29,19392.0,21006.0,3941.0,15452.0,1.0,15453.0,23.0,68.0,1.0,0.0,0.0,0.0,0.0,1.0,15446.0,1.0,0.0,15446.0,384.0,198.0,116.0,70.0,15062.0,354.0,2244.0,2377.0,4914.0,1295.0,3557.0,321.0,,,,,
300403.0,gm. Krobia,gostyński,wielkopolskie,36,16,16,9094.0,9772.0,2451.0,6643.0,1.0,6644.0,6.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,6644.0,1.0,0.0,6644.0,173.0,84.0,64.0,25.0,6471.0,169.0,986.0,544.0,2808.0,577.0,1261.0,126.0,,,,,
300404.0,gm. Pępowo,gostyński,wielkopolskie,36,10,10,4238.0,4502.0,916.0,3322.0,0.0,3322.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.0,0.0,0.0,3320.0,127.0,88.0,33.0,6.0,3193.0,79.0,480.0,282.0,1447.0,303.0,537.0,65.0,,,,,
300405.0,gm. Piaski,gostyński,wielkopolskie,36,12,12,6137.0,6599.0,1507.0,4630.0,2.0,4632.0,8.0,52.0,2.0,0.0,0.0,0.0,0.0,2.0,4632.0,2.0,0.0,4632.0,140.0,95.0,37.0,8.0,4492.0,93.0,739.0,441.0,1855.0,413.0,869.0,82.0,,,,,
300406.0,gm. Pogorzela,gostyński,wielkopolskie,36,6,6,3411.0,3652.0,1014.0,2397.0,2.0,2399.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,2.0,2399.0,2.0,0.0,2399.0,94.0,65.0,26.0,3.0,2305.0,49.0,427.0,210.0,991.0,199.0,384.0,45.0,,,,,
300407.0,gm. Poniec,gostyński,wielkopolskie,36,9,9,5320.0,5752.0,1440.0,3880.0,0.0,3880.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3880.0,0.0,0.0,3880.0,162.0,92.0,61.0,9.0,3718.0,114.0,585.0,310.0,1581.0,297.0,776.0,55.0,,,,,
300501.0,gm. Granowo,grodziski,wielkopolskie,38,5,5,3515.0,3844.0,676.0,2839.0,0.0,2839.0,7.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.0,0.0,0.0,2839.0,115.0,57.0,46.0,12.0,2724.0,54.0,514.0,213.0,1001.0,246.0,586.0,110.0,,,,,
300502.0,gm. Grodzisk Wielkopolski,grodziski,wielkopolskie,38,10,10,13883.0,14998.0,2835.0,11048.0,6.0,11054.0,23.0,55.0,6.0,0.0,0.0,0.0,0.0,6.0,11053.0,6.0,15.0,11038.0,199.0,113.0,60.0,26.0,10839.0,149.0,1766.0,1151.0,3123.0,868.0,3508.0,274.0,,,,,
300503.0,gm. Kamieniec,grodziski,wielkopolskie,38,6,6,4525.0,4939.0,1019.0,3505.0,0.0,3505.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3505.0,0.0,0.0,3505.0,153.0,91.0,53.0,9.0,3352.0,68.0,612.0,248.0,1271.0,236.0,876.0,41.0,,,,,
300504.0,gm. Rakoniewice,grodziski,wielkopolskie,38,6,6,9085.0,9849.0,2112.0,6973.0,0.0,6973.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6973.0,0.0,0.0,6973.0,219.0,133.0,64.0,22.0,6754.0,120.0,1449.0,443.0,2222.0,564.0,1859.0,97.0,,,,,
300505.0,gm. Wielichowo,grodziski,wielkopolskie,38,5,5,4762.0,5116.0,1103.0,3659.0,0.0,3659.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3654.0,0.0,0.0,3654.0,112.0,62.0,46.0,4.0,3542.0,72.0,724.0,247.0,1426.0,279.0,748.0,46.0,,,,,
300601.0,gm. Jaraczewo,jarociński,wielkopolskie,36,14,14,5501.0,5966.0,1166.0,4334.0,0.0,4334.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.0,0.0,4.0,4330.0,162.0,106.0,41.0,15.0,4168.0,74.0,657.0,270.0,2063.0,315.0,730.0,59.0,,,,,
300602.0,gm. Jarocin,jarociński,wielkopolskie,36,25,25,31873.0,34308.0,6637.0,25232.0,10.0,25242.0,32.0,219.0,10.0,0.0,0.0,0.0,0.0,10.0,25240.0,10.0,1.0,25239.0,508.0,303.0,148.0,57.0,24731.0,472.0,3851.0,2219.0,8729.0,1539.0,7610.0,311.0,,,,,
300603.0,gm. Kotlin,jarociński,wielkopolskie,36,12,12,4986.0,5282.0,1290.0,3696.0,0.0,3696.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.0,0.0,0.0,3696.0,135.0,76.0,47.0,12.0,3561.0,79.0,561.0,255.0,1636.0,279.0,704.0,47.0,,,,,
300604.0,gm. Żerków,jarociński,wielkopolskie,36,12,12,7220.0,7779.0,1689.0,5531.0,0.0,5531.0,7.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5530.0,0.0,0.0,5530.0,197.0,137.0,43.0,17.0,5333.0,91.0,924.0,347.0,2673.0,386.0,855.0,57.0,,,,,
300701.0,gm. Blizanów,kaliski,wielkopolskie,36,8,8,7215.0,7680.0,1842.0,5373.0,0.0,5373.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5372.0,0.0,0.0,5372.0,109.0,58.0,38.0,13.0,5263.0,144.0,1061.0,343.0,2194.0,387.0,1040.0,94.0,,,,,
300702.0,gm. Brzeziny,kaliski,wielkopolskie,36,11,11,4110.0,4504.0,845.0,3266.0,0.0,3266.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.0,0.0,1.0,3264.0,102.0,61.0,30.0,11.0,3162.0,68.0,632.0,215.0,1570.0,258.0,380.0,39.0,,,,,
300703.0,gm. Ceków-Kolonia,kaliski,wielkopolskie,36,7,7,3378.0,3634.0,832.0,2546.0,0.0,2546.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2546.0,0.0,0.0,2546.0,89.0,52.0,33.0,4.0,2457.0,47.0,408.0,168.0,1114.0,157.0,530.0,33.0,,,,,
300704.0,gm. Godziesze Wielkie,kaliski,wielkopolskie,36,15,15,7204.0,7666.0,1557.0,5647.0,1.0,5648.0,2.0,68.0,1.0,0.0,0.0,0.0,0.0,1.0,5648.0,1.0,1.0,5647.0,128.0,77.0,42.0,9.0,5519.0,133.0,794.0,333.0,2569.0,461.0,1140.0,89.0,,,,,
300705.0,gm. Koźminek,kaliski,wielkopolskie,36,12,12,5558.0,5971.0,1454.0,4104.0,3.0,4107.0,7.0,50.0,3.0,0.0,0.0,0.0,0.0,3.0,4107.0,3.0,0.0,4107.0,108.0,54.0,40.0,14.0,3999.0,92.0,728.0,228.0,2014.0,342.0,537.0,58.0,,,,,
300706.0,gm. Lisków,kaliski,wielkopolskie,36,7,7,3830.0,4083.0,1059.0,2771.0,0.0,2771.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2771.0,0.0,0.0,2771.0,117.0,63.0,39.0,15.0,2654.0,58.0,542.0,173.0,1340.0,168.0,343.0,30.0,,,,,
300707.0,gm. Mycielin,kaliski,wielkopolskie,36,6,6,3448.0,3714.0,877.0,2571.0,0.0,2571.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.0,0.0,0.0,2570.0,94.0,61.0,24.0,9.0,2476.0,58.0,432.0,170.0,1295.0,178.0,315.0,28.0,,,,,
300708.0,gm. Opatówek,kaliski,wielkopolskie,36,9,9,7627.0,8249.0,1299.0,6329.0,0.0,6329.0,13.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,6325.0,0.0,0.0,6325.0,116.0,68.0,40.0,8.0,6209.0,188.0,906.0,532.0,2734.0,466.0,1253.0,130.0,,,,,
300709.0,gm. Stawiszyn,kaliski,wielkopolskie,36,7,7,5056.0,5433.0,1211.0,3845.0,1.0,3846.0,6.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,3846.0,1.0,1.0,3845.0,88.0,51.0,36.0,1.0,3757.0,94.0,637.0,290.0,1679.0,265.0,743.0,49.0,,,,,
300710.0,gm. Szczytniki,kaliski,wielkopolskie,36,7,7,5565.0,5980.0,1199.0,4366.0,0.0,4366.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4366.0,0.0,0.0,4366.0,119.0,65.0,45.0,9.0,4247.0,93.0,594.0,216.0,2544.0,305.0,413.0,82.0,,,,,
300711.0,gm. Żelazków,kaliski,wielkopolskie,36,8,8,6769.0,7388.0,1280.0,5489.0,9.0,5498.0,12.0,33.0,9.0,3.0,0.0,0.0,0.0,6.0,5494.0,6.0,2.0,5492.0,111.0,65.0,29.0,17.0,5381.0,131.0,790.0,326.0,2419.0,362.0,1242.0,111.0,,,,,
300801.0,gm. Baranów,kępiński,wielkopolskie,36,9,9,5696.0,6209.0,963.0,4733.0,0.0,4733.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4732.0,0.0,2.0,4730.0,121.0,78.0,34.0,9.0,4609.0,86.0,705.0,246.0,1693.0,349.0,1426.0,104.0,,,,,
300802.0,gm. Bralin,kępiński,wielkopolskie,36,7,7,4320.0,4607.0,882.0,3438.0,0.0,3438.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.0,0.0,0.0,3438.0,86.0,54.0,25.0,7.0,3352.0,37.0,507.0,259.0,1158.0,266.0,1076.0,49.0,,,,,
300803.0,gm. Kępno,kępiński,wielkopolskie,36,18,18,17589.0,18200.0,3981.0,13608.0,6.0,13614.0,25.0,124.0,6.0,1.0,0.0,0.0,0.0,5.0,13610.0,5.0,4.0,13606.0,273.0,136.0,114.0,23.0,13333.0,197.0,1858.0,752.0,4418.0,798.0,5115.0,195.0,,,,,
